player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr
1636,31,Wicketkeeper,35,4544,53.95,143.88,6,2,1,6.2,125,75,85.785,66.09,High,10.45
1637,32,Batter,243,5066,36.12,172.43,26,19,7,8.18,80,62,74.5325,44.76,Medium,6.84
1638,26,Batter,90,5042,55.03,169.54,30,6,1,7.02,74,71,83.214,61.21,High,10.33
1639,27,Wicketkeeper,247,5235,48.5,137.04,36,7,10,6.26,109,88,86.756,67.93,High,11.81
1640,32,Batter,218,6396,46.47,158.96,28,4,13,9.63,22,64,70.557,37.23,Low,6.52
1641,24,Wicketkeeper,83,2402,39.55,139.97,20,7,2,9.05,105,85,71.47449999999999,38.96,Low,6.7
1642,24,All-Rounder,159,3828,47.8,159.74,19,0,67,6.85,43,85,83.167,61.13,High,11.77
1643,31,Bowler,16,438,19.35,95.78,4,0,127,4.36,8,86,64.788,26.29,Low,6.62
1644,23,Batter,171,5125,37.85,185.16,44,3,7,7.48,75,99,87.229,68.82,High,10.52
1645,34,Wicketkeeper,240,3200,51.92,105.85,33,0,8,8.01,125,90,77.4735,50.33,Medium,8.26
1646,27,Batter,218,3578,64.12,184.97,26,10,17,6.55,25,84,85.89750000000001,66.3,High,11.72
1647,29,Bowler,156,901,29.45,88.69,0,0,115,7.25,21,87,62.490500000000004,21.94,Low,6.31
1648,19,Wicketkeeper,131,4623,39.2,106.56,16,6,6,8.25,88,99,74.52,44.74,Medium,7.94
1649,30,Batter,205,3688,63.02,155.76,41,19,8,9.17,64,87,80.096,55.31,Medium,10.54
1650,34,Bowler,128,1487,25.04,98.93,5,1,270,6.54,22,61,71.2955,38.63,Low,12.58
1651,29,Bowler,192,241,15.17,109.52,4,1,128,5.42,7,85,62.811,22.54,Low,6.31
1652,35,Bowler,55,998,15.68,114.69,5,0,185,6.89,27,63,63.37350000000001,23.61,Low,7.48
1653,32,Wicketkeeper,56,4399,44.2,161.93,31,9,9,7.51,119,67,80.69749999999999,56.45,Medium,9.26
1654,26,Wicketkeeper,16,4176,38.59,121.87,9,14,0,6.61,93,73,72.5395,40.98,Medium,6.67
1655,30,Bowler,50,728,21.6,82.16,5,1,170,6.17,13,70,60.31999999999999,17.82,Low,6.79
1656,34,Bowler,78,1094,18.0,104.83,1,0,325,5.74,21,72,77.9325,51.2,Medium,13.4
1657,33,Bowler,202,1079,18.9,98.79,3,0,259,7.33,10,69,66.9565,30.4,Low,9.86
1658,20,Bowler,222,231,21.73,107.83,5,0,191,6.64,43,100,74.4555,44.61,Medium,10.92
1659,23,Bowler,192,834,12.16,80.67,5,1,328,4.0,16,87,79.0065,53.24,Medium,13.05
1660,19,All-Rounder,92,3778,37.78,124.04,29,0,92,5.44,45,89,80.726,56.5,Medium,11.08
1661,33,Bowler,77,255,22.33,91.45,5,0,323,4.77,23,68,76.5265,48.54,Medium,14.06
1662,18,Wicketkeeper,112,2517,39.1,151.82,9,4,4,8.38,123,97,79.64699999999999,54.45,Medium,8.51
1663,19,Batter,231,6282,48.85,158.58,16,9,2,7.77,62,96,85.82600000000001,66.17,High,9.36
1664,21,Bowler,224,668,22.45,115.96,5,1,342,5.06,32,99,90.655,75.32,High,16.7
1665,35,Bowler,188,1191,17.92,100.93,3,1,338,6.03,41,69,79.22749999999999,53.66,Medium,14.74
1666,20,All-Rounder,97,3909,31.53,118.81,26,0,78,4.5,27,99,79.7885,54.72,Medium,9.69
1667,23,Batter,226,6913,64.84,137.25,34,2,11,6.45,70,82,89.3455,72.84,High,11.7
1668,31,Batter,68,7882,51.13,173.99,35,7,13,7.26,62,82,90.42150000000001,74.88,High,11.55
1669,22,Batter,141,7745,42.8,146.07,13,13,15,6.03,13,99,85.4305,65.42,High,10.71
1670,27,Bowler,86,1086,29.43,82.51,0,1,335,5.51,29,91,84.8075,64.23,High,16.15
1671,26,Wicketkeeper,120,6075,37.31,122.88,32,8,2,6.06,89,80,78.715,52.69,Medium,8.11
1672,31,All-Rounder,135,4597,36.08,132.25,5,9,165,7.13,49,84,84.69550000000001,64.02,High,12.6
1673,28,Bowler,59,1037,26.11,71.44,1,0,319,7.13,21,95,77.733,50.83,Medium,13.59
1674,30,Wicketkeeper,210,3071,50.63,112.9,31,10,4,6.22,100,90,78.646,52.56,Medium,8.46
1675,28,All-Rounder,68,1719,25.23,155.91,18,2,97,4.47,29,79,75.86349999999999,47.28,Medium,9.68
1676,23,Wicketkeeper,119,5918,45.82,133.18,30,4,5,8.45,99,80,78.959,53.15,Medium,8.61
1677,21,Batter,55,5301,56.27,126.99,33,17,26,9.83,78,96,80.7515,56.55,Medium,10.73
1678,30,Batter,11,7397,35.45,153.22,43,13,15,8.84,26,76,73.53200000000001,42.86,Medium,7.98
1679,20,Bowler,157,1219,27.65,87.92,0,1,214,4.54,50,93,80.211,55.52,Medium,12.82
1680,26,Bowler,173,870,11.52,106.52,1,0,152,6.12,19,93,66.244,29.05,Low,6.89
1681,33,All-Rounder,68,3261,33.64,135.32,17,8,62,5.84,54,86,77.092,49.61,Medium,9.08
1682,23,All-Rounder,77,3605,29.37,107.68,26,8,227,7.0,74,90,86.233,66.94,High,14.03
1683,26,All-Rounder,214,4581,49.5,116.1,6,10,159,5.02,93,81,93.657,81.01,Elite,14.92
1684,27,Wicketkeeper,96,3193,51.1,159.19,9,3,2,9.78,69,92,76.0945,47.72,Medium,8.48
1685,32,All-Rounder,207,3700,40.37,144.19,20,10,208,6.93,20,74,84.4195,63.5,High,13.21
1686,32,Wicketkeeper,205,3689,32.29,120.54,15,15,2,6.12,121,77,74.416,44.54,Medium,7.59
1687,30,Bowler,219,149,27.95,87.68,0,0,305,7.39,43,95,79.505,54.18,Medium,13.77
1688,30,Bowler,221,85,15.1,105.74,1,0,198,6.44,19,80,65.42099999999999,27.49,Low,8.11
1689,35,Bowler,78,1278,27.88,86.55,1,1,103,4.14,49,85,70.01249999999999,36.19,Low,7.94
1690,21,Batter,193,6246,48.22,155.36,42,3,26,7.7,32,88,82.142,59.18,Medium,9.9
1691,26,All-Rounder,244,4244,48.89,115.7,18,0,186,4.84,78,81,93.76,81.2,Elite,16.2
1692,20,Wicketkeeper,164,3781,38.51,154.9,11,0,10,8.74,146,90,82.77,60.37,High,9.13
1693,25,Batter,47,7396,48.69,155.16,26,18,23,7.54,64,88,87.833,69.97,High,11.73
1694,34,Bowler,236,1414,21.98,85.3,2,1,248,6.81,35,63,67.687,31.79,Low,9.2
1695,26,Wicketkeeper,184,3126,32.61,116.28,10,12,4,6.7,66,76,65.99700000000001,28.58,Low,5.2
1696,35,Bowler,161,920,13.25,81.77,4,0,138,7.9,46,81,58.170500000000004,13.75,Low,6.04
1697,35,Wicketkeeper,17,5210,52.6,111.0,18,5,8,9.47,56,82,70.64999999999999,37.4,Low,6.78
1698,35,Bowler,52,298,12.42,110.81,0,0,158,4.7,5,60,59.6835,16.62,Low,5.44
1699,20,Wicketkeeper,128,5555,36.38,103.17,6,15,6,6.49,120,82,77.4995,50.38,Medium,8.24
1700,27,Bowler,105,785,25.94,84.44,5,0,329,6.21,25,90,80.918,56.86,Medium,14.79
1701,25,Batter,160,7180,57.65,175.03,27,14,25,9.0,80,90,92.4095,78.64,High,12.99
1702,22,Bowler,90,633,18.17,119.12,2,0,108,4.01,6,94,69.305,34.85,Low,7.5
1703,30,Bowler,10,757,26.35,83.95,2,1,212,7.34,26,70,64.39150000000001,25.54,Low,8.94
1704,19,Wicketkeeper,120,5194,37.66,106.44,5,12,5,7.2,61,82,70.25200000000001,36.65,Low,6.94
1705,25,All-Rounder,10,4808,36.18,119.44,17,9,201,5.08,89,85,94.456,82.52,Elite,15.94
1706,19,Batter,104,7601,57.81,150.09,45,7,9,8.22,58,97,89.38850000000001,72.92,High,11.7
1707,30,Bowler,109,1242,19.18,70.77,1,1,242,6.22,45,88,72.2735,40.48,Medium,10.99
1708,21,Wicketkeeper,145,5975,48.45,105.09,6,11,9,7.72,96,94,80.6285,56.31,Medium,10.31
1709,20,Wicketkeeper,239,5088,25.7,141.63,13,0,1,6.53,139,91,82.8005,60.43,High,8.49
1710,32,Bowler,107,30,16.05,73.93,0,1,339,4.56,9,85,76.11449999999999,47.76,Medium,12.83
1711,32,All-Rounder,95,3590,32.86,157.44,19,7,166,5.16,21,81,85.964,66.43,High,13.49
1712,22,Wicketkeeper,85,5154,43.06,154.88,11,4,4,6.37,141,98,92.638,79.08,High,11.66
1713,30,Bowler,121,545,13.54,77.05,3,1,231,6.35,33,71,63.5395,23.92,Low,7.08
1714,26,All-Rounder,78,2040,27.63,133.21,26,4,145,5.94,15,80,73.5705,42.94,Medium,9.86
1715,31,Bowler,10,1183,12.83,112.23,2,1,312,4.0,41,60,79.1095,53.44,Medium,13.03
1716,19,Batter,171,6271,41.59,169.29,31,14,8,9.8,68,85,79.5025,54.18,Medium,8.7
1717,24,Bowler,81,962,29.84,95.15,4,1,327,6.88,22,80,79.7485,54.65,Medium,14.76
1718,19,Batter,134,7261,54.56,183.87,43,6,5,8.76,67,87,89.8005,73.7,High,11.77
1719,20,Bowler,117,148,17.79,116.7,2,0,223,4.26,27,97,79.408,54.0,Medium,12.18
1720,19,Batter,39,7705,46.15,120.07,21,15,28,9.23,21,90,75.6455,46.87,Medium,8.27
1721,23,Wicketkeeper,30,2357,47.32,115.92,33,1,9,6.54,55,81,69.688,35.58,Low,7.07
1722,32,Batter,217,6524,52.81,167.63,10,16,8,9.62,21,88,79.5355,54.24,Medium,9.18
1723,34,All-Rounder,153,4413,33.18,117.58,30,10,86,7.19,76,74,75.017,45.68,Medium,9.23
1724,31,Bowler,231,844,16.89,99.76,2,1,296,4.46,10,90,79.979,55.08,Medium,13.68
1725,34,Bowler,131,414,26.1,110.55,0,0,330,7.08,9,61,73.6305,43.05,Medium,12.6
1726,26,All-Rounder,21,2129,33.79,133.69,24,6,106,6.74,18,84,72.24849999999999,40.43,Medium,9.2
1727,27,Bowler,235,1491,17.2,82.8,1,1,323,7.67,31,86,75.662,46.9,Medium,12.68
1728,19,Wicketkeeper,230,4236,54.37,130.48,32,14,3,8.35,78,88,77.69500000000001,50.75,Medium,9.27
1729,27,Bowler,150,621,29.35,85.9,1,1,335,7.93,45,79,78.122,51.56,Medium,14.54
1730,30,Bowler,148,97,16.62,72.65,3,1,280,4.2,28,84,73.8775,43.52,Medium,12.57
1731,28,All-Rounder,30,2991,49.02,109.57,23,2,236,7.3,86,71,87.75349999999999,69.82,High,15.44
1732,35,All-Rounder,240,4636,33.11,102.55,25,4,237,4.11,86,63,89.6775,73.47,High,15.04
1733,25,Batter,31,3820,48.88,155.53,34,4,19,9.95,12,74,66.9535,30.4,Low,6.46
1734,28,All-Rounder,190,3323,42.05,103.24,27,2,93,6.54,61,92,78.207,51.72,Medium,10.02
1735,29,Bowler,90,548,23.97,74.16,1,0,328,4.33,13,75,77.041,49.51,Medium,14.1
1736,32,All-Rounder,210,4751,47.5,121.44,6,0,90,7.44,99,89,86.438,67.33,High,11.45
1737,19,Batter,91,3909,45.12,180.4,21,12,30,9.19,43,94,80.23400000000001,55.57,Medium,9.0
1738,28,Batter,122,5314,36.31,178.43,16,15,22,6.77,26,84,80.1055,55.32,Medium,8.36
1739,35,Batter,248,5898,56.25,161.29,33,1,29,6.92,18,61,78.3945,52.08,Medium,10.12
1740,18,Wicketkeeper,83,3771,54.1,154.1,5,6,9,6.47,85,91,85.917,66.34,High,11.7
1741,22,Batter,234,4757,47.85,155.45,28,3,2,8.17,22,87,74.9565,45.56,Medium,7.85
1742,28,Bowler,149,735,16.92,107.5,2,1,137,4.18,29,72,66.17099999999999,28.91,Low,6.97
1743,19,Batter,114,6988,52.08,160.43,11,13,18,7.71,80,81,87.9345,70.16,High,11.42
1744,20,Wicketkeeper,193,5598,39.33,103.09,20,15,8,7.07,137,84,79.6585,54.48,Medium,9.25
1745,24,Bowler,155,591,16.14,104.94,2,0,105,4.01,36,94,69.245,34.74,Low,6.61
1746,30,Bowler,95,671,10.16,78.03,2,0,118,5.97,29,80,56.494499999999995,10.57,Low,4.26
1747,26,Bowler,240,801,13.67,75.29,4,1,147,6.33,45,75,59.346500000000006,15.98,Low,6.03
1748,22,Bowler,212,453,16.15,112.8,0,0,288,7.15,41,81,75.761,47.09,Medium,12.47
1749,31,Batter,101,5001,35.17,173.5,44,18,29,7.66,42,67,74.528,44.75,Medium,7.8
1750,18,Bowler,236,238,11.77,89.63,1,0,257,7.71,23,90,67.3915,31.23,Low,9.98
1751,32,All-Rounder,203,3804,38.91,158.92,19,5,194,7.44,21,65,82.109,59.12,Medium,11.57
1752,31,All-Rounder,52,3118,26.16,157.2,12,6,221,7.22,32,85,85.354,65.27,High,13.9
1753,18,Bowler,127,757,17.07,79.33,2,1,218,7.56,49,99,70.50450000000001,37.13,Low,9.34
1754,22,Batter,242,6644,38.44,176.08,20,8,22,9.01,10,85,77.22200000000001,49.86,Medium,7.43
1755,24,Wicketkeeper,189,3378,27.97,155.67,15,2,5,9.63,117,83,72.0875,40.13,Medium,6.57
1756,34,Wicketkeeper,195,2035,45.59,139.59,32,3,1,8.01,77,77,69.69550000000001,35.59,Low,7.26
1757,29,All-Rounder,150,3755,27.04,135.31,15,9,241,5.86,70,75,89.2285,72.61,High,14.82
1758,21,Wicketkeeper,152,6233,26.33,103.52,26,7,7,8.14,139,99,78.82300000000001,52.89,Medium,8.28
1759,24,Batter,150,6075,53.26,130.82,47,16,28,6.69,75,88,86.11099999999999,66.71,High,12.03
1760,28,All-Rounder,231,1718,41.43,159.73,9,2,234,7.02,30,70,85.00450000000001,64.61,High,15.16
1761,19,Bowler,151,437,22.3,96.83,5,0,134,6.65,14,81,61.1585,19.41,Low,6.94
1762,26,Batter,81,5283,49.62,139.51,23,5,29,9.0,77,93,81.6485,58.25,Medium,10.42
1763,21,Batter,117,5948,52.32,169.74,10,5,23,8.51,11,84,79.973,55.07,Medium,9.72
1764,19,Bowler,22,567,28.74,104.79,1,0,133,6.87,36,91,68.7245,33.75,Low,7.35
1765,22,Batter,72,6055,56.54,122.9,18,17,2,7.67,16,93,77.17699999999999,49.77,Medium,8.72
1766,26,Wicketkeeper,60,2023,45.47,157.74,27,7,7,7.83,95,82,76.24799999999999,48.01,Medium,7.75
1767,21,Bowler,43,145,23.68,102.59,4,0,206,6.73,48,82,71.10249999999999,38.26,Low,10.98
1768,33,All-Rounder,106,3990,26.02,156.69,23,8,105,4.48,13,68,77.02949999999998,49.49,Medium,9.25
1769,25,All-Rounder,27,4039,34.68,109.73,23,1,101,7.76,63,85,75.0515,45.74,Medium,9.3
1770,18,Batter,103,6324,51.72,145.8,36,13,14,9.82,15,92,76.014,47.57,Medium,8.85
1771,25,Wicketkeeper,248,3253,27.52,135.85,30,11,5,6.24,124,79,75.20949999999999,46.04,Medium,7.02
1772,26,All-Rounder,177,1648,36.02,125.89,11,10,128,6.42,34,92,76.7855,49.03,Medium,11.09
1773,25,Wicketkeeper,98,2069,34.07,142.32,15,14,3,6.52,71,82,70.507,37.13,Low,5.91
1774,22,Wicketkeeper,235,2962,27.65,167.81,21,6,6,8.66,144,90,79.4505,54.08,Medium,8.09
1775,35,All-Rounder,78,4258,28.78,140.75,21,10,60,6.14,73,90,80.5825,56.23,Medium,9.02
1776,21,Wicketkeeper,47,3966,46.73,163.52,10,12,4,6.88,121,90,87.63900000000001,69.6,High,10.11
1777,25,Bowler,194,576,28.94,118.71,1,1,270,4.23,39,77,83.93050000000001,62.57,High,14.05
1778,25,Bowler,76,414,28.99,71.74,5,0,119,4.31,28,91,66.73599999999999,29.98,Low,7.41
1779,34,Wicketkeeper,113,2229,36.22,150.31,28,14,6,9.66,122,81,71.4805,38.98,Low,6.39
1780,26,Wicketkeeper,94,5715,37.04,149.85,22,10,3,7.44,80,83,79.12950000000001,53.47,Medium,7.98
1781,29,Wicketkeeper,229,4218,36.79,165.18,37,12,1,7.72,85,74,75.89,47.33,Medium,6.84
1782,20,Bowler,97,584,17.4,96.77,0,1,336,7.36,44,89,79.7135,54.58,Medium,14.1
1783,34,Batter,218,5799,40.56,147.94,19,11,25,9.76,58,72,72.237,40.41,Medium,6.62
1784,27,Wicketkeeper,56,2924,50.6,116.77,34,8,2,6.96,149,92,82.6835,60.21,High,10.18
1785,21,All-Rounder,56,3076,28.06,148.82,6,10,117,6.6,84,86,82.953,60.72,High,11.07
1786,25,Bowler,250,850,26.33,85.05,2,1,154,6.87,8,84,62.73649999999999,22.4,Low,6.36
1787,31,Bowler,178,937,14.52,118.05,5,0,107,6.14,48,83,65.7675,28.15,Low,6.09
1788,21,Wicketkeeper,250,6348,49.66,164.38,14,3,1,7.47,120,94,92.89099999999999,79.56,High,11.67
1789,20,All-Rounder,91,2140,30.23,148.94,26,4,239,7.59,65,96,90.13,74.32,High,15.37
1790,32,All-Rounder,78,4957,42.01,153.42,20,0,78,5.99,92,90,91.49,76.9,High,13.56
1791,23,Batter,187,7333,47.33,143.9,19,8,28,7.78,67,84,84.83000000000001,64.28,High,9.7
1792,31,Wicketkeeper,184,4653,37.2,113.65,5,3,4,9.64,132,86,73.2535,42.34,Medium,7.08
1793,19,All-Rounder,218,2124,45.34,155.95,7,0,144,5.3,76,81,90.0125,74.1,High,13.96
1794,19,Batter,245,4245,49.52,167.77,18,3,9,6.75,69,86,84.13149999999999,62.95,High,10.55
1795,21,Wicketkeeper,16,6949,34.03,167.74,12,6,6,8.12,130,82,87.00800000000001,68.41,High,10.14
1796,33,Bowler,242,71,13.97,79.91,4,1,189,6.84,38,84,62.5595,22.07,Low,6.75
1797,30,Bowler,242,1476,10.54,102.24,4,1,300,4.98,13,93,80.03999999999999,55.2,Medium,12.99
1798,29,All-Rounder,221,4200,42.07,154.57,9,2,88,6.56,66,77,83.9765,62.66,High,10.98
1799,24,Bowler,10,588,17.27,93.68,5,0,300,5.42,13,87,76.619,48.71,Medium,13.25
1800,31,Wicketkeeper,32,6155,35.5,102.43,30,2,0,8.2,108,61,67.9745,32.33,Low,5.67
1801,34,Bowler,109,1243,19.96,117.98,4,0,312,7.41,29,61,74.461,44.62,Medium,13.54
1802,21,Batter,135,4021,39.68,126.98,45,8,28,9.85,33,82,65.333,27.32,Low,5.79
1803,33,Wicketkeeper,246,4147,41.02,118.08,30,15,3,7.3,146,68,75.55199999999999,46.69,Medium,7.36
1804,22,Bowler,63,443,29.64,119.12,1,0,335,6.85,6,100,86.346,67.15,High,15.48
1805,21,All-Rounder,74,2130,33.65,159.42,28,9,89,6.87,95,100,86.148,66.78,High,10.57
1806,23,Bowler,197,724,18.1,88.85,4,1,154,5.49,8,92,65.3455,27.35,Low,6.47
1807,25,Wicketkeeper,231,4004,27.0,145.34,39,1,4,7.59,112,78,73.749,43.28,Medium,6.76
1808,21,Bowler,11,994,23.38,81.46,4,1,297,4.49,40,90,82.501,59.86,Medium,14.55
1809,22,Batter,237,3587,41.59,146.98,35,2,16,9.14,61,87,72.548,41.0,Medium,6.53
1810,33,All-Rounder,108,1759,32.85,116.61,20,0,142,5.27,82,62,75.3845,46.38,Medium,10.5
1811,23,Batter,104,3708,47.84,170.43,14,3,18,9.07,53,90,78.43249999999999,52.15,Medium,8.77
1812,31,All-Rounder,14,3832,48.33,105.48,28,6,201,7.94,85,70,84.185,63.06,High,14.08
1813,32,Wicketkeeper,101,3514,26.81,156.24,13,0,4,6.67,70,81,72.737,41.36,Medium,7.19
1814,18,Batter,169,7064,37.88,171.03,15,5,9,6.29,35,98,87.2865,68.93,High,10.79
1815,25,Wicketkeeper,241,5305,38.88,139.66,34,12,0,8.27,116,85,79.533,54.24,Medium,8.32
1816,24,Batter,52,6492,49.72,153.87,15,20,24,6.74,66,100,91.0205,76.01,High,11.64
1817,30,Batter,127,5778,55.86,187.47,44,20,15,8.59,63,81,87.00450000000001,68.4,High,10.23
1818,25,Bowler,250,1292,23.7,115.01,5,1,151,4.46,10,90,73.6055,43.0,Medium,9.01
1819,30,All-Rounder,89,2271,25.77,130.75,28,9,213,5.34,39,73,80.3955,55.87,Medium,12.15
1820,22,Batter,50,3991,52.58,144.64,11,12,15,9.23,44,89,74.842,45.35,Medium,7.88
1821,32,All-Rounder,132,1528,42.77,100.07,18,8,168,5.58,49,77,77.3275,50.06,Medium,11.44
1822,31,Wicketkeeper,112,4439,42.17,141.52,24,2,6,9.26,99,88,76.617,48.71,Medium,8.11
1823,29,Wicketkeeper,186,2276,32.71,123.14,6,13,3,7.41,139,77,71.406,38.83,Low,6.24
1824,33,Bowler,19,1205,24.78,118.75,4,1,257,4.75,34,74,80.6165,56.29,Medium,12.81
1825,20,Batter,235,7632,54.5,129.61,34,8,10,6.82,57,98,88.4155,71.07,High,11.54
1826,32,Batter,55,6014,45.49,131.31,20,15,13,8.7,64,69,72.66149999999999,41.21,Medium,7.7
1827,25,Batter,228,5572,53.42,184.13,49,18,26,8.28,52,89,87.7595,69.83,High,11.03
1828,30,All-Rounder,246,2653,35.35,126.08,14,5,242,5.05,47,93,92.033,77.93,High,16.66
1829,25,All-Rounder,191,2554,44.64,147.5,14,9,81,5.58,87,88,86.645,67.72,High,11.93
1830,25,Bowler,223,1445,28.89,82.92,4,1,172,4.91,22,83,70.885,37.85,Low,9.44
1831,26,Batter,144,7598,40.14,135.72,47,11,16,7.68,71,93,83.86600000000001,62.45,High,10.18
1832,24,All-Rounder,35,2520,28.94,158.04,29,9,164,4.52,98,85,92.55799999999999,78.92,High,14.31
1833,21,Wicketkeeper,204,2355,39.37,121.1,38,11,3,7.15,140,93,77.87599999999999,51.1,Medium,8.64
1834,29,All-Rounder,130,4778,39.64,151.55,9,0,112,4.04,48,78,89.3605,72.86,High,13.11
1835,31,All-Rounder,107,1762,28.71,136.66,23,0,57,4.57,55,63,69.306,34.85,Low,6.45
1836,22,Batter,62,6780,45.0,147.54,32,17,22,8.38,34,90,80.09100000000001,55.3,Medium,9.51
1837,28,Wicketkeeper,10,6549,53.2,167.96,10,6,1,7.04,96,87,91.602,77.11,High,11.36
1838,27,Bowler,76,1424,16.55,89.39,0,0,157,7.74,40,81,62.5515,22.05,Low,6.67
1839,19,Bowler,85,375,13.81,90.37,5,0,108,7.43,17,89,56.1785,9.97,Low,4.03
1840,32,All-Rounder,56,2585,35.16,139.36,5,4,109,6.65,84,73,78.69200000000001,52.64,Medium,10.15
1841,34,Wicketkeeper,210,6425,49.94,102.29,25,4,9,9.44,98,84,75.8155,47.19,Medium,8.28
1842,19,Bowler,236,1339,11.79,103.13,3,1,327,5.14,34,88,82.9645,60.74,High,13.48
1843,24,Batter,87,4702,60.24,124.09,24,18,25,9.17,56,81,75.5995,46.78,Medium,8.85
1844,23,Bowler,218,1145,22.19,84.02,3,1,146,5.79,26,85,65.5,27.64,Low,7.39
1845,24,Bowler,44,1065,29.88,101.18,1,0,134,4.06,26,92,74.471,44.64,Medium,9.61
1846,21,Bowler,62,20,14.59,80.97,2,1,219,5.76,49,83,68.2125,32.78,Low,8.53
1847,31,Wicketkeeper,103,2087,38.13,129.88,35,11,5,7.0,145,61,71.245,38.53,Low,7.26
1848,23,All-Rounder,174,3016,30.27,104.69,10,3,238,6.33,43,95,85.2465,65.07,High,13.65
1849,23,Bowler,17,443,15.42,115.89,1,0,132,6.16,34,82,65.0355,26.76,Low,7.11
1850,18,Batter,126,4335,63.73,166.33,18,10,1,9.52,17,94,78.9785,53.19,Medium,9.8
1851,31,All-Rounder,179,3738,36.56,146.57,8,7,214,6.54,73,70,89.2695,72.69,High,14.51
1852,26,Wicketkeeper,37,6921,53.07,112.8,21,1,6,7.44,119,77,83.43299999999999,61.63,High,11.06
1853,35,Wicketkeeper,49,5843,43.87,123.76,9,5,2,7.27,55,85,75.781,47.13,Medium,7.29
1854,28,Wicketkeeper,110,6372,33.45,117.83,37,4,3,7.94,130,76,76.8135,49.08,Medium,8.08
1855,32,Batter,213,4526,37.99,125.92,13,4,16,7.83,75,61,67.707,31.82,Low,6.54
1856,25,All-Rounder,186,3764,35.4,155.09,24,0,221,7.67,19,84,86.65150000000001,67.73,High,13.98
1857,19,Wicketkeeper,84,2295,48.94,165.28,14,11,1,8.35,129,99,85.094,64.78,High,10.94
1858,26,All-Rounder,55,3950,32.96,153.14,29,1,176,4.41,32,74,87.71900000000001,69.75,High,13.41
1859,33,Wicketkeeper,201,4085,32.49,139.03,16,5,0,7.44,87,64,68.5915,33.5,Low,5.79
1860,22,Batter,106,4443,46.31,142.44,26,19,28,8.58,34,86,74.125,43.99,Medium,8.28
1861,18,Bowler,61,593,15.89,92.14,0,1,228,7.36,36,96,70.894,37.86,Low,9.83
1862,28,Batter,79,6806,35.62,131.63,33,20,21,7.51,74,91,80.85249999999999,56.74,Medium,9.42
1863,29,Batter,166,5565,40.68,167.73,41,9,19,8.81,33,82,76.1935,47.91,Medium,8.56
1864,31,Bowler,50,1224,24.82,90.71,2,0,215,7.69,35,70,66.3205,29.2,Low,8.17
1865,23,Bowler,243,734,21.34,70.88,0,1,189,6.17,14,99,67.43199999999999,31.3,Low,9.26
1866,22,Batter,177,6021,52.18,184.92,19,19,9,6.47,51,93,91.564,77.04,High,11.2
1867,24,Batter,48,7844,44.53,173.02,47,13,7,7.74,69,84,87.98,70.25,High,11.31
1868,31,Bowler,221,1274,24.45,103.2,1,0,210,5.51,26,81,73.993,43.74,Medium,11.23
1869,26,Batter,175,7515,45.19,133.62,16,8,20,8.15,15,71,73.17999999999999,42.2,Medium,7.18
1870,26,Bowler,190,321,11.28,102.12,1,0,124,7.8,16,95,59.014,15.35,Low,4.68
1871,20,All-Rounder,201,2712,37.78,154.7,8,5,187,4.61,65,97,96.453,86.31,Elite,15.43
1872,31,Wicketkeeper,112,4440,51.81,107.28,12,10,4,8.23,57,72,68.075,32.52,Low,6.47
1873,27,All-Rounder,202,2047,45.93,140.42,6,6,95,6.28,74,85,82.626,60.1,High,11.25
1874,32,Wicketkeeper,72,4569,40.62,154.32,29,12,4,9.78,101,83,76.082,47.7,Medium,8.22
1875,27,Batter,162,6566,56.73,135.24,21,4,19,6.56,65,95,89.08699999999999,72.35,High,12.55
1876,22,Bowler,29,395,13.66,85.28,0,0,172,4.65,21,97,68.49000000000001,33.31,Low,8.82
1877,24,Batter,82,6978,63.13,184.19,46,4,2,7.88,67,84,92.6235,79.05,High,12.4
1878,31,All-Rounder,157,4328,38.17,139.1,21,3,78,6.94,12,61,69.782,35.76,Low,7.66
1879,25,Wicketkeeper,118,5357,25.63,148.17,15,0,0,6.02,75,93,79.3385,53.87,Medium,6.9
1880,23,All-Rounder,59,3728,34.9,152.38,5,5,211,4.19,32,88,94.483,82.57,Elite,15.47
1881,25,Bowler,150,1453,10.04,87.76,5,0,336,5.67,44,75,77.77199999999999,50.9,Medium,13.81
1882,19,Batter,125,6261,51.02,150.25,39,14,29,6.98,39,85,83.87549999999999,62.47,High,11.44
1883,35,Bowler,235,1027,22.19,89.27,1,0,308,5.93,10,76,74.8815,45.42,Medium,12.1
1884,28,Batter,236,7442,62.39,172.5,35,6,12,7.82,41,83,89.64599999999999,73.41,High,11.87
1885,35,All-Rounder,208,1945,25.02,104.46,9,10,179,7.16,35,88,72.565,41.03,Medium,9.74
1886,25,Bowler,35,1378,20.81,95.41,1,1,329,4.75,43,93,87.6805,69.68,High,16.12
1887,20,Wicketkeeper,93,2162,37.18,162.7,36,12,1,8.6,104,100,78.163,51.64,Medium,7.67
1888,29,Bowler,11,1300,27.98,96.91,0,1,163,7.08,44,74,67.31049999999999,31.07,Low,8.6
1889,32,Wicketkeeper,114,2956,38.82,135.22,12,11,9,7.68,118,80,75.00099999999999,45.65,Medium,7.36
1890,25,All-Rounder,99,4206,37.44,144.07,5,2,229,5.56,57,92,97.1545,87.64,Elite,16.96
